ID do Aventureiro,Nome do Personagem,Classe Mágica,Poder Mágico (%)
350,Lady Crocante,Mago do Micro-ondas,83.0
351,Dr. Soninho,Cavaleiro de Pijama,40.9
352,Xamã do Chocolate Quente,Druida de Sobremesas,91.5
353,Rainha do Puff,Feiticeira Hortelã,54.6
354,Mago do Café,Elfo da Wi-Fi,96.9
355,Duque do Abraço,Paladino das Tapiocas,67.0
356,Troll das Redes Sociais,Bardo das Memes,18.0
357,Elfo do Wi-Fi,Arcanista do TikTok,99.3
358,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,75.8
359,Cavaleiro do Sofá,Guardião do Sofá,88.1
360,Sereia do Banho de Espuma,Pixie do Café Expresso,50.5
361,Sir Croissant,Barbarian Vegano,59.3
362,Luna Brilhinho,Maga do Glitter,94.1
363,Bolinho de Chuva,Ninja Noturno,71.8
364,Thorfinn Puff,Druida de Sobremesas,82.7
365,Dona Cenoura,Feiticeira Hortelã,43.2
366,Zé do Pijama Flamejante,Cavaleiro de Pijama,85.4
367,Glimmer Sparkle,Elfo da Wi-Fi,98.0
368,Chico Bolacha,Paladino das Tapiocas,58.6
369,Madame Puf,Pixie do Café Expresso,73.2
370,Bruxo Zé Gotinha,Curandeiro de Resfriados,90.2
371,Princesa Wi-Fi,Arcanista do TikTok,77.1
372,Goblin do Delivery,Xamã do Delivery,30.6
373,Mestre do Pão de Queijo,Guardião do Sofá,95.4
374,Fada do Carregador,Ladino do Desconto,52.9
375,Tio do Churrasco Místico,Caçador de Meias Perdidas,64.7
376,Nina Nuvem,Sacerdote do Fone de Ouvido,88.3
377,Bob Esponja Encantado,Bardo das Memes,36.8
378,Vovó Meteoro,Necromante de Plantas de Casa,98.2
379,Capitão Pipoca,Alquimista de Smoothie,74.4
380,Lady Crocante,Mago do Micro-ondas,55.1
381,Dr. Soninho,Cavaleiro de Pijama,92.6
382,Xamã do Chocolate Quente,Druida de Sobremesas,68.5
383,Rainha do Puff,Feiticeira Hortelã,81.9
384,Mago do Café,Elfo da Wi-Fi,95.0
385,Duque do Abraço,Paladino das Tapiocas,44.5
386,Troll das Redes Sociais,Bardo das Memes,21.1
387,Elfo do Wi-Fi,Arcanista do TikTok,99.9
388,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,70.0
389,Cavaleiro do Sofá,Guardião do Sofá,86.4
390,Sereia do Banho de Espuma,Pixie do Café Expresso,38.3
391,Sir Croissant,Ninja Noturno,79.8
392,Luna Brilhinho,Maga do Glitter,93.7
393,Bolinho de Chuva,Barbarian Vegano,62.1
394,Thorfinn Puff,Druida de Sobremesas,96.6
395,Dona Cenoura,Feiticeira Hortelã,47.4
396,Zé do Pijama Flamejante,Cavaleiro de Pijama,67.8
397,Glimmer Sparkle,Elfo da Wi-Fi,98.8
398,Chico Bolacha,Paladino das Tapiocas,56.0
399,Madame Puf,Pixie do Café Expresso,83.7
400,Bruxo Zé Gotinha,Curandeiro de Resfriados,71.6
401,Princesa Wi-Fi,Arcanista do TikTok,90.4
402,Goblin do Delivery,Xamã do Delivery,33.2
403,Mestre do Pão de Queijo,Guardião do Sofá,80.9
404,Fada do Carregador,Ladino do Desconto,45.8
405,Tio do Churrasco Místico,Caçador de Meias Perdidas,92.8
406,Nina Nuvem,Sacerdote do Fone de Ouvido,62.3
407,Bob Esponja Encantado,Bardo das Memes,27.9
408,Vovó Meteoro,Necromante de Plantas de Casa,96.7
409,Capitão Pipoca,Alquimista de Smoothie,73.1
410,Lady Crocante,Mago do Micro-ondas,84.5
411,Dr. Soninho,Cavaleiro de Pijama,41.2
412,Xamã do Chocolate Quente,Druida de Sobremesas,92.2
413,Rainha do Puff,Feiticeira Hortelã,55.9
414,Mago do Café,Elfo da Wi-Fi,97.3
415,Duque do Abraço,Paladino das Tapiocas,68.4
416,Troll das Redes Sociais,Bardo das Memes,18.7
417,Elfo do Wi-Fi,Arcanista do TikTok,99.6
418,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,76.3
419,Cavaleiro do Sofá,Guardião do Sofá,89.0
420,Sereia do Banho de Espuma,Pixie do Café Expresso,51.4
421,Sir Croissant,Barbarian Vegano,60.5
422,Luna Brilhinho,Maga do Glitter,94.8
423,Bolinho de Chuva,Ninja Noturno,72.7
424,Thorfinn Puff,Druida de Sobremesas,83.3
425,Dona Cenoura,Feiticeira Hortelã,44.0
426,Zé do Pijama Flamejante,Cavaleiro de Pijama,86.1
427,Glimmer Sparkle,Elfo da Wi-Fi,98.2
428,Chico Bolacha,Paladino das Tapiocas,59.2
429,Madame Puf,Pixie do Café Expresso,74.8
430,Bruxo Zé Gotinha,Curandeiro de Resfriados,91.7
431,Princesa Wi-Fi,Arcanista do TikTok,78.0
432,Goblin do Delivery,Xamã do Delivery,31.9
433,Mestre do Pão de Queijo,Guardião do Sofá,96.0
434,Fada do Carregador,Ladino do Desconto,53.6
435,Tio do Churrasco Místico,Caçador de Meias Perdidas,65.5
436,Nina Nuvem,Sacerdote do Fone de Ouvido,89.2
437,Bob Esponja Encantado,Bardo das Memes,37.5
438,Vovó Meteoro,Necromante de Plantas de Casa,98.5
439,Capitão Pipoca,Alquimista de Smoothie,75.2
440,Lady Crocante,Mago do Micro-ondas,56.9
441,Dr. Soninho,Cavaleiro de Pijama,93.3
442,Xamã do Chocolate Quente,Druida de Sobremesas,69.0
443,Rainha do Puff,Feiticeira Hortelã,82.8
444,Mago do Café,Elfo da Wi-Fi,95.7
445,Duque do Abraço,Paladino das Tapiocas,45.1
446,Troll das Redes Sociais,Bardo das Memes,22.4
447,Elfo do Wi-Fi,Arcanista do TikTok,100.0
448,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,71.2
449,Cavaleiro do Sofá,Guardião do Sofá,87.6
450,Sereia do Banho de Espuma,Pixie do Café Expresso,39.0
451,Sir Croissant,Ninja Noturno,80.1
452,Luna Brilhinho,Maga do Glitter,94.5
453,Bolinho de Chuva,Barbarian Vegano,63.3
454,Thorfinn Puff,Druida de Sobremesas,97.4
455,Dona Cenoura,Feiticeira Hortelã,48.2
456,Zé do Pijama Flamejante,Cavaleiro de Pijama,68.9
457,Glimmer Sparkle,Elfo da Wi-Fi,99.1
458,Chico Bolacha,Paladino das Tapiocas,57.7
459,Madame Puf,Pixie do Café Expresso,84.3
460,Bruxo Zé Gotinha,Curandeiro de Resfriados,72.5
461,Princesa Wi-Fi,Arcanista do TikTok,91.1
462,Goblin do Delivery,Xamã do Delivery,34.0
463,Mestre do Pão de Queijo,Guardião do Sofá,81.8
464,Fada do Carregador,Ladino do Desconto,46.4
465,Tio do Churrasco Místico,Caçador de Meias Perdidas,93.6
466,Nina Nuvem,Sacerdote do Fone de Ouvido,63.0
467,Bob Esponja Encantado,Bardo das Memes,28.6
468,Vovó Meteoro,Necromante de Plantas de Casa,97.0
469,Capitão Pipoca,Alquimista de Smoothie,74.0
470,Lady Crocante,Mago do Micro-ondas,85.2
471,Dr. Soninho,Cavaleiro de Pijama,42.8
472,Xamã do Chocolate Quente,Druida de Sobremesas,93.0
473,Rainha do Puff,Feiticeira Hortelã,56.7
474,Mago do Café,Elfo da Wi-Fi,97.8
475,Duque do Abraço,Paladino das Tapiocas,69.3
476,Troll das Redes Sociais,Bardo das Memes,19.5
477,Elfo do Wi-Fi,Arcanista do TikTok,99.2
478,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,77.1
479,Cavaleiro do Sofá,Guardião do Sofá,89.9
480,Sereia do Banho de Espuma,Pixie do Café Expresso,52.3
481,Sir Croissant,Barbarian Vegano,61.2
482,Luna Brilhinho,Maga do Glitter,95.2
483,Bolinho de Chuva,Ninja Noturno,73.9
484,Thorfinn Puff,Druida de Sobremesas,84.6
485,Dona Cenoura,Feiticeira Hortelã,45.8
486,Zé do Pijama Flamejante,Cavaleiro de Pijama,87.5
487,Glimmer Sparkle,Elfo da Wi-Fi,98.5
488,Chico Bolacha,Paladino das Tapiocas,60.4
489,Madame Puf,Pixie do Café Expresso,75.6
490,Bruxo Zé Gotinha,Curandeiro de Resfriados,92.4
491,Princesa Wi-Fi,Arcanista do TikTok,79.2
492,Goblin do Delivery,Xamã do Delivery,32.7
493,Mestre do Pão de Queijo,Guardião do Sofá,96.8
494,Fada do Carregador,Ladino do Desconto,54.1
495,Tio do Churrasco Místico,Caçador de Meias Perdidas,66.2
496,Nina Nuvem,Sacerdote do Fone de Ouvido,90.1
497,Bob Esponja Encantado,Bardo das Memes,38.9
498,Vovó Meteoro,Necromante de Plantas de Casa,98.8
499,Capitão Pipoca,Alquimista de Smoothie,76.7
500,Lady Crocante,Mago do Micro-ondas,57.3
501,Dr. Soninho,Cavaleiro de Pijama,94.0
502,Xamã do Chocolate Quente,Druida de Sobremesas,70.3
503,Rainha do Puff,Feiticeira Hortelã,83.5
504,Mago do Café,Elfo da Wi-Fi,96.1
505,Duque do Abraço,Paladino das Tapiocas,46.9
506,Troll das Redes Sociais,Bardo das Memes,23.0
507,Elfo do Wi-Fi,Arcanista do TikTok,99.7
508,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,72.0
509,Cavaleiro do Sofá,Guardião do Sofá,88.7
510,Sereia do Banho de Espuma,Pixie do Café Expresso,39.6
511,Sir Croissant,Ninja Noturno,81.5
512,Luna Brilhinho,Maga do Glitter,95.9
513,Bolinho de Chuva,Barbarian Vegano,64.0
514,Thorfinn Puff,Druida de Sobremesas,98.3
515,Dona Cenoura,Feiticeira Hortelã,49.1
516,Zé do Pijama Flamejante,Cavaleiro de Pijama,69.6
517,Glimmer Sparkle,Elfo da Wi-Fi,99.4
518,Chico Bolacha,Paladino das Tapiocas,58.2
519,Madame Puf,Pixie do Café Expresso,85.0
520,Bruxo Zé Gotinha,Curandeiro de Resfriados,73.8
521,Princesa Wi-Fi,Arcanista do TikTok,92.3
522,Goblin do Delivery,Xamã do Delivery,35.2
523,Mestre do Pão de Queijo,Guardião do Sofá,82.5
524,Fada do Carregador,Ladino do Desconto,47.7
525,Tio do Churrasco Místico,Caçador de Meias Perdidas,94.2
526,Nina Nuvem,Sacerdote do Fone de Ouvido,64.8
527,Bob Esponja Encantado,Bardo das Memes,29.3
528,Vovó Meteoro,Necromante de Plantas de Casa,97.4
529,Capitão Pipoca,Alquimista de Smoothie,75.3
530,Lady Crocante,Mago do Micro-ondas,86.9
531,Dr. Soninho,Cavaleiro de Pijama,43.5
532,Xamã do Chocolate Quente,Druida de Sobremesas,93.7
533,Rainha do Puff,Feiticeira Hortelã,57.4
534,Mago do Café,Elfo da Wi-Fi,98.2
535,Duque do Abraço,Paladino das Tapiocas,70.1
536,Troll das Redes Sociais,Bardo das Memes,20.2
537,Elfo do Wi-Fi,Arcanista do TikTok,99.0
538,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,78.6
539,Cavaleiro do Sofá,Guardião do Sofá,90.5
540,Sereia do Banho de Espuma,Pixie do Café Expresso,53.1
541,Sir Croissant,Barbarian Vegano,62.8
542,Luna Brilhinho,Maga do Glitter,96.1
543,Bolinho de Chuva,Ninja Noturno,74.6
544,Thorfinn Puff,Druida de Sobremesas,85.2
545,Dona Cenoura,Feiticeira Hortelã,46.5
546,Zé do Pijama Flamejante,Cavaleiro de Pijama,88.2
547,Glimmer Sparkle,Elfo da Wi-Fi,98.9
548,Chico Bolacha,Paladino das Tapiocas,61.0
549,Madame Puf,Pixie do Café Expresso,76.4
550,Bruxo Zé Gotinha,Curandeiro de Resfriados,93.1
551,Princesa Wi-Fi,Arcanista do TikTok,80.4
552,Goblin do Delivery,Xamã do Delivery,33.8
553,Mestre do Pão de Queijo,Guardião do Sofá,97.5
554,Fada do Carregador,Ladino do Desconto,55.3
555,Tio do Churrasco Místico,Caçador de Meias Perdidas,67.9
556,Nina Nuvem,Sacerdote do Fone de Ouvido,91.0
557,Bob Esponja Encantado,Bardo das Memes,39.7
558,Vovó Meteoro,Necromante de Plantas de Casa,99.1
559,Capitão Pipoca,Alquimista de Smoothie,77.8
560,Lady Crocante,Mago do Micro-ondas,58.6
561,Dr. Soninho,Cavaleiro de Pijama,94.7
562,Xamã do Chocolate Quente,Druida de Sobremesas,71.2
563,Rainha do Puff,Feiticeira Hortelã,84.3
564,Mago do Café,Elfo da Wi-Fi,96.8
565,Duque do Abraço,Paladino das Tapiocas,47.2
566,Troll das Redes Sociais,Bardo das Memes,24.1
567,Elfo do Wi-Fi,Arcanista do TikTok,99.5
568,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,72.9
569,Cavaleiro do Sofá,Guardião do Sofá,89.3
570,Sereia do Banho de Espuma,Pixie do Café Expresso,40.4
571,Sir Croissant,Ninja Noturno,82.3
572,Luna Brilhinho,Maga do Glitter,96.8
573,Bolinho de Chuva,Barbarian Vegano,65.7
574,Thorfinn Puff,Druida de Sobremesas,98.9
575,Dona Cenoura,Feiticeira Hortelã,50.3
576,Zé do Pijama Flamejante,Cavaleiro de Pijama,70.4
577,Glimmer Sparkle,Elfo da Wi-Fi,99.6
578,Chico Bolacha,Paladino das Tapiocas,59.8
579,Madame Puf,Pixie do Café Expresso,86.2
580,Bruxo Zé Gotinha,Curandeiro de Resfriados,74.5
581,Princesa Wi-Fi,Arcanista do TikTok,93.0
582,Goblin do Delivery,Xamã do Delivery,36.1
583,Mestre do Pão de Queijo,Guardião do Sofá,83.4
584,Fada do Carregador,Ladino do Desconto,48.0
585,Tio do Churrasco Místico,Caçador de Meias Perdidas,95.1
586,Nina Nuvem,Sacerdote do Fone de Ouvido,65.6
587,Bob Esponja Encantado,Bardo das Memes,30.5
588,Vovó Meteoro,Necromante de Plantas de Casa,97.9
589,Capitão Pipoca,Alquimista de Smoothie,76.1
590,Lady Crocante,Mago do Micro-ondas,87.3
591,Dr. Soninho,Cavaleiro de Pijama,44.9
592,Xamã do Chocolate Quente,Druida de Sobremesas,94.4
593,Rainha do Puff,Feiticeira Hortelã,58.1
594,Mago do Café,Elfo da Wi-Fi,98.7
595,Duque do Abraço,Paladino das Tapiocas,71.7
596,Troll das Redes Sociais,Bardo das Memes,21.3
597,Elfo do Wi-Fi,Arcanista do TikTok,99.3
598,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,79.2
599,Cavaleiro do Sofá,Guardião do Sofá,91.8
600,Sereia do Banho de Espuma,Pixie do Café Expresso,54.0
601,Sir Croissant,Barbarian Vegano,63.6
602,Luna Brilhinho,Maga do Glitter,97.2
603,Bolinho de Chuva,Ninja Noturno,75.9
604,Thorfinn Puff,Druida de Sobremesas,86.8
605,Dona Cenoura,Feiticeira Hortelã,47.2
606,Zé do Pijama Flamejante,Cavaleiro de Pijama,89.6
607,Glimmer Sparkle,Elfo da Wi-Fi,99.2
608,Chico Bolacha,Paladino das Tapiocas,62.3
609,Madame Puf,Pixie do Café Expresso,77.0
610,Bruxo Zé Gotinha,Curandeiro de Resfriados,94.5
611,Princesa Wi-Fi,Arcanista do TikTok,81.1
612,Goblin do Delivery,Xamã do Delivery,34.7
613,Mestre do Pão de Queijo,Guardião do Sofá,98.2
614,Fada do Carregador,Ladino do Desconto,56.5
615,Tio do Churrasco Místico,Caçador de Meias Perdidas,68.3
616,Nina Nuvem,Sacerdote do Fone de Ouvido,92.4
617,Bob Esponja Encantado,Bardo das Memes,40.2
618,Vovó Meteoro,Necromante de Plantas de Casa,99.4
619,Capitão Pipoca,Alquimista de Smoothie,78.9
620,Lady Crocante,Mago do Micro-ondas,59.8
621,Dr. Soninho,Cavaleiro de Pijama,95.3
622,Xamã do Chocolate Quente,Druida de Sobremesas,72.8
623,Rainha do Puff,Feiticeira Hortelã,85.0
624,Mago do Café,Elfo da Wi-Fi,97.1
625,Duque do Abraço,Paladino das Tapiocas,48.6
626,Troll das Redes Sociais,Bardo das Memes,25.0
627,Elfo do Wi-Fi,Arcanista do TikTok,99.8
628,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,73.4
629,Cavaleiro do Sofá,Guardião do Sofá,90.1
630,Sereia do Banho de Espuma,Pixie do Café Expresso,41.2
631,Sir Croissant,Ninja Noturno,83.0
632,Luna Brilhinho,Maga do Glitter,97.5
633,Bolinho de Chuva,Barbarian Vegano,66.4
634,Thorfinn Puff,Druida de Sobremesas,99.3
635,Dona Cenoura,Feiticeira Hortelã,51.0
636,Zé do Pijama Flamejante,Cavaleiro de Pijama,71.2
637,Glimmer Sparkle,Elfo da Wi-Fi,99.9
638,Chico Bolacha,Paladino das Tapiocas,60.7
639,Madame Puf,Pixie do Café Expresso,87.4
640,Bruxo Zé Gotinha,Curandeiro de Resfriados,75.1
641,Princesa Wi-Fi,Arcanista do TikTok,93.7
642,Goblin do Delivery,Xamã do Delivery,37.3
643,Mestre do Pão de Queijo,Guardião do Sofá,84.1
644,Fada do Carregador,Ladino do Desconto,49.6
645,Tio do Churrasco Místico,Caçador de Meias Perdidas,95.8
646,Nina Nuvem,Sacerdote do Fone de Ouvido,66.9
647,Bob Esponja Encantado,Bardo das Memes,31.8
648,Vovó Meteoro,Necromante de Plantas de Casa,98.3
649,Capitão Pipoca,Alquimista de Smoothie,77.2
650,Lady Crocante,Mago do Micro-ondas,88.6
651,Dr. Soninho,Cavaleiro de Pijama,45.6
652,Xamã do Chocolate Quente,Druida de Sobremesas,95.1
653,Rainha do Puff,Feiticeira Hortelã,59.3
654,Mago do Café,Elfo da Wi-Fi,99.0
655,Duque do Abraço,Paladino das Tapiocas,72.5
656,Troll das Redes Sociais,Bardo das Memes,22.7
657,Elfo do Wi-Fi,Arcanista do TikTok,99.1
658,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,80.0
659,Cavaleiro do Sofá,Guardião do Sofá,92.7
660,Sereia do Banho de Espuma,Pixie do Café Expresso,54.9
661,Sir Croissant,Barbarian Vegano,64.2
662,Luna Brilhinho,Maga do Glitter,97.9
663,Bolinho de Chuva,Ninja Noturno,76.5
664,Thorfinn Puff,Druida de Sobremesas,87.4
665,Dona Cenoura,Feiticeira Hortelã,48.9
666,Zé do Pijama Flamejante,Cavaleiro de Pijama,90.3
667,Glimmer Sparkle,Elfo da Wi-Fi,99.5
668,Chico Bolacha,Paladino das Tapiocas,63.1
669,Madame Puf,Pixie do Café Expresso,78.3
670,Bruxo Zé Gotinha,Curandeiro de Resfriados,95.2
671,Princesa Wi-Fi,Arcanista do TikTok,82.3
672,Goblin do Delivery,Xamã do Delivery,35.9
673,Mestre do Pão de Queijo,Guardião do Sofá,98.9
674,Fada do Carregador,Ladino do Desconto,57.2
675,Tio do Churrasco Místico,Caçador de Meias Perdidas,69.7
676,Nina Nuvem,Sacerdote do Fone de Ouvido,93.1
677,Bob Esponja Encantado,Bardo das Memes,41.5
678,Vovó Meteoro,Necromante de Plantas de Casa,99.7
679,Capitão Pipoca,Alquimista de Smoothie,79.6
680,Lady Crocante,Mago do Micro-ondas,60.4
681,Dr. Soninho,Cavaleiro de Pijama,96.0
682,Xamã do Chocolate Quente,Druida de Sobremesas,73.6
683,Rainha do Puff,Feiticeira Hortelã,86.2
684,Mago do Café,Elfo da Wi-Fi,97.8
685,Duque do Abraço,Paladino das Tapiocas,49.3
686,Troll das Redes Sociais,Bardo das Memes,26.2
687,Elfo do Wi-Fi,Arcanista do TikTok,100.0
688,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,74.7
689,Cavaleiro do Sofá,Guardião do Sofá,91.0
690,Sereia do Banho de Espuma,Pixie do Café Expresso,42.1
691,Sir Croissant,Ninja Noturno,84.4
692,Luna Brilhinho,Maga do Glitter,98.2
693,Bolinho de Chuva,Barbarian Vegano,67.1
694,Thorfinn Puff,Druida de Sobremesas,99.6
695,Dona Cenoura,Feiticeira Hortelã,52.4
696,Zé do Pijama Flamejante,Cavaleiro de Pijama,72.0
697,Glimmer Sparkle,Elfo da Wi-Fi,100.0
698,Chico Bolacha,Paladino das Tapiocas,61.9
699,Madame Puf,Pixie do Café Expresso,88.1
700,Bruxo Zé Gotinha,Curandeiro de Resfriados,76.3
701,Princesa Wi-Fi,Arcanista do TikTok,94.4
702,Goblin do Delivery,Xamã do Delivery,38.0
703,Mestre do Pão de Queijo,Guardião do Sofá,85.7
704,Fada do Carregador,Ladino do Desconto,50.2
705,Tio do Churrasco Místico,Caçador de Meias Perdidas,96.5
706,Nina Nuvem,Sacerdote do Fone de Ouvido,67.5
707,Bob Esponja Encantado,Bardo das Memes,32.9
708,Vovó Meteoro,Necromante de Plantas de Casa,98.6
709,Capitão Pipoca,Alquimista de Smoothie,78.0
710,Lady Crocante,Mago do Micro-ondas,89.2
711,Dr. Soninho,Cavaleiro de Pijama,46.8
712,Xamã do Chocolate Quente,Druida de Sobremesas,95.8
713,Rainha do Puff,Feiticeira Hortelã,60.0
714,Mago do Café,Elfo da Wi-Fi,99.3
715,Duque do Abraço,Paladino das Tapiocas,73.9
716,Troll das Redes Sociais,Bardo das Memes,23.4
717,Elfo do Wi-Fi,Arcanista do TikTok,99.4
718,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,80.8
719,Cavaleiro do Sofá,Guardião do Sofá,93.4
720,Sereia do Banho de Espuma,Pixie do Café Expresso,55.7
721,Sir Croissant,Barbarian Vegano,65.5
722,Luna Brilhinho,Maga do Glitter,98.6
723,Bolinho de Chuva,Ninja Noturno,77.8
724,Thorfinn Puff,Druida de Sobremesas,88.1
725,Dona Cenoura,Feiticeira Hortelã,49.6
726,Zé do Pijama Flamejante,Cavaleiro de Pijama,91.7
727,Glimmer Sparkle,Elfo da Wi-Fi,99.7
728,Chico Bolacha,Paladino das Tapiocas,64.4
729,Madame Puf,Pixie do Café Expresso,79.0
730,Bruxo Zé Gotinha,Curandeiro de Resfriados,96.0
731,Princesa Wi-Fi,Arcanista do TikTok,83.0
732,Goblin do Delivery,Xamã do Delivery,36.6
733,Mestre do Pão de Queijo,Guardião do Sofá,99.2
734,Fada do Carregador,Ladino do Desconto,58.4
735,Tio do Churrasco Místico,Caçador de Meias Perdidas,70.1
736,Nina Nuvem,Sacerdote do Fone de Ouvido,94.5
737,Bob Esponja Encantado,Bardo das Memes,42.3
738,Vovó Meteoro,Necromante de Plantas de Casa,99.9
739,Capitão Pipoca,Alquimista de Smoothie,80.2
740,Lady Crocante,Mago do Micro-ondas,61.7
741,Dr. Soninho,Cavaleiro de Pijama,96.7
742,Xamã do Chocolate Quente,Druida de Sobremesas,74.9
743,Rainha do Puff,Feiticeira Hortelã,87.1
744,Mago do Café,Elfo da Wi-Fi,98.1
745,Duque do Abraço,Paladino das Tapiocas,50.0
746,Troll das Redes Sociais,Bardo das Memes,27.1
747,Elfo do Wi-Fi,Arcanista do TikTok,99.6
748,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,75.5
749,Cavaleiro do Sofá,Guardião do Sofá,91.9
750,Sereia do Banho de Espuma,Pixie do Café Expresso,43.0
751,Sir Croissant,Ninja Noturno,85.2
752,Luna Brilhinho,Maga do Glitter,98.9
753,Bolinho de Chuva,Barbarian Vegano,68.3
754,Thorfinn Puff,Druida de Sobremesas,99.8
755,Dona Cenoura,Feiticeira Hortelã,53.1
756,Zé do Pijama Flamejante,Cavaleiro de Pijama,73.4
757,Glimmer Sparkle,Elfo da Wi-Fi,100.0
758,Chico Bolacha,Paladino das Tapiocas,62.6
759,Madame Puf,Pixie do Café Expresso,89.3
760,Bruxo Zé Gotinha,Curandeiro de Resfriados,77.2
761,Princesa Wi-Fi,Arcanista do TikTok,95.1
762,Goblin do Delivery,Xamã do Delivery,39.2
763,Mestre do Pão de Queijo,Guardião do Sofá,86.3
764,Fada do Carregador,Ladino do Desconto,51.5
765,Tio do Churrasco Místico,Caçador de Meias Perdidas,97.2
766,Nina Nuvem,Sacerdote do Fone de Ouvido,68.8
767,Bob Esponja Encantado,Bardo das Memes,33.7
768,Vovó Meteoro,Necromante de Plantas de Casa,99.0
769,Capitão Pipoca,Alquimista de Smoothie,79.4
770,Lady Crocante,Mago do Micro-ondas,90.5
771,Dr. Soninho,Cavaleiro de Pijama,47.5
772,Xamã do Chocolate Quente,Druida de Sobremesas,96.5
773,Rainha do Puff,Feiticeira Hortelã,61.2
774,Mago do Café,Elfo da Wi-Fi,99.5
775,Duque do Abraço,Paladino das Tapiocas,74.6
776,Troll das Redes Sociais,Bardo das Memes,24.3
777,Elfo do Wi-Fi,Arcanista do TikTok,99.2
778,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,81.6
779,Cavaleiro do Sofá,Guardião do Sofá,94.1
780,Sereia do Banho de Espuma,Pixie do Café Expresso,56.4
781,Sir Croissant,Barbarian Vegano,66.1
782,Luna Brilhinho,Maga do Glitter,99.3
783,Bolinho de Chuva,Ninja Noturno,78.4
784,Thorfinn Puff,Druida de Sobremesas,89.7
785,Dona Cenoura,Feiticeira Hortelã,50.8
786,Zé do Pijama Flamejante,Cavaleiro de Pijama,92.4
787,Glimmer Sparkle,Elfo da Wi-Fi,99.8
788,Chico Bolacha,Paladino das Tapiocas,65.0
789,Madame Puf,Pixie do Café Expresso,79.7
790,Bruxo Zé Gotinha,Curandeiro de Resfriados,96.8
791,Princesa Wi-Fi,Arcanista do TikTok,84.2
792,Goblin do Delivery,Xamã do Delivery,37.8
793,Mestre do Pão de Queijo,Guardião do Sofá,99.6
794,Fada do Carregador,Ladino do Desconto,59.1
795,Tio do Churrasco Místico,Caçador de Meias Perdidas,71.5
796,Nina Nuvem,Sacerdote do Fone de Ouvido,95.2
797,Bob Esponja Encantado,Bardo das Memes,43.6
798,Vovó Meteoro,Necromante de Plantas de Casa,100.0
799,Capitão Pipoca,Alquimista de Smoothie,81.3
800,Lady Crocante,Mago do Micro-ondas,62.9
801,Dr. Soninho,Cavaleiro de Pijama,97.4
802,Xamã do Chocolate Quente,Druida de Sobremesas,75.7
803,Rainha do Puff,Feiticeira Hortelã,88.0
804,Mago do Café,Elfo da Wi-Fi,98.8
805,Duque do Abraço,Paladino das Tapiocas,51.3
806,Troll das Redes Sociais,Bardo das Memes,28.0
807,Elfo do Wi-Fi,Arcanista do TikTok,99.9
808,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,76.1
809,Cavaleiro do Sofá,Guardião do Sofá,92.8
810,Sereia do Banho de Espuma,Pixie do Café Expresso,43.9
811,Sir Croissant,Ninja Noturno,86.0
812,Luna Brilhinho,Maga do Glitter,99.6
813,Bolinho de Chuva,Barbarian Vegano,69.0
814,Thorfinn Puff,Druida de Sobremesas,100.0
815,Dona Cenoura,Feiticeira Hortelã,54.2
816,Zé do Pijama Flamejante,Cavaleiro de Pijama,74.1
817,Glimmer Sparkle,Elfo da Wi-Fi,100.0
818,Chico Bolacha,Paladino das Tapiocas,63.8
819,Madame Puf,Pixie do Café Expresso,90.0
820,Bruxo Zé Gotinha,Curandeiro de Resfriados,78.0
821,Princesa Wi-Fi,Arcanista do TikTok,95.8
822,Goblin do Delivery,Xamã do Delivery,40.1
823,Mestre do Pão de Queijo,Guardião do Sofá,87.9
824,Fada do Carregador,Ladino do Desconto,52.3
825,Tio do Churrasco Místico,Caçador de Meias Perdidas,97.9
826,Nina Nuvem,Sacerdote do Fone de Ouvido,69.4
827,Bob Esponja Encantado,Bardo das Memes,34.5
828,Vovó Meteoro,Necromante de Plantas de Casa,99.2
829,Capitão Pipoca,Alquimista de Smoothie,80.1
830,Lady Crocante,Mago do Micro-ondas,91.1
831,Dr. Soninho,Cavaleiro de Pijama,48.2
832,Xamã do Chocolate Quente,Druida de Sobremesas,97.2
833,Rainha do Puff,Feiticeira Hortelã,62.5
834,Mago do Café,Elfo da Wi-Fi,99.7
835,Duque do Abraço,Paladino das Tapiocas,75.3
836,Troll das Redes Sociais,Bardo das Memes,25.2
837,Elfo do Wi-Fi,Arcanista do TikTok,99.5
838,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,82.4
